#;NAME;;PSRJ;;RAJ;;;DECJ;;;PMRA;;;PMDEC;;;PX;;;POSEPOCH;;Gl;Gb;F0;;;F1;;;F2;;;F3;;;PEPOCH;;DM;;;DM1;;;S400;;;S1400;;;BINARY;;T0;;;PB;;;A1;;;OM;;;ECC;;;TASC;;;EPS1;;;EPS2;;;DIST;ASSOC;SURVEY;PSR;
;;;;;(hms);;;(dms);;;(mas/yr);;;(mas/yr);;;(mas);;;(MJD);;(deg);(deg);(Hz);;;(s^-2);;;(s^-3);;;(s^-4);;;(MJD);;(cm^-3pc);;;(cm^-3pc/yr);;;(mJy);;;(mJy);;;(type);;(MJD);;;(days);;;(ltsec);;;(deg);;;;;;(MJD);;;;;;;;;(kpc);;;TYPE;
3012;J1914+0805;hww+21;J1914+0805;hww+21;19:14:05.508;9.0e-03;psf+22;+08:05:12.7;2.0e-01;psf+22;*;0;*;*;0;*;*;0;*;58528.00;*;42.708;-1.307;2.19539262108;3.0e-11;psf+22;-1.46E-16;4.0e-18;psf+22;*;0;*;*;0;*;58528.0;psf+22;344.4;2.0e-01;psf+22;*;0;*;*;0;*;0.16;4.0e-02;psf+22;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;10.671;*;fast_gpps,palfa;*;
3013;J1914+0838;kbj+18;J1914+0838;kbj+18;19:14:26.4506;1.4e-03;psf+22;+08:38:45.14;3.0e-02;psf+22;*;0;*;*;0;*;*;0;*;56825.00;*;43.243;-1.124;2.27252128588;3.0e-11;psf+22;-3.02835E-15;3.0e-20;psf+22;*;0;*;*;0;*;56825.0;psf+22;290.6;0;whx+23;*;0;*;*;0;*;0.28;5.0e-02;psf+22;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;8.070;*;pks_superb,palfa,fast_gpps;*;
3014;J1914+1029g;hww+21;J1914+1029g;hww+21;19:14:23;6.0e+00;hww+21;+10:29;2.0e+00;hww+21;*;0;*;*;0;*;*;0;*;*;*;44.864;-0.258;0.402416;0;hww+21;*;0;*;*;0;*;*;0;*;*;*;65.9;0;whx+23;*;0;*;*;0;*;0.012;0;hww+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;2.030;*;fast_gpps;*;
3015;J1914+1054g;hww+21;J1914+1054g;hww+21;19:14:07;6.0e+00;hww+21;+10:54;2.0e+00;hww+21;*;0;*;*;0;*;*;0;*;*;*;45.202;-0.007;7.200979;0;hww+21;*;0;*;*;0;*;*;0;*;*;*;418.7;0;hww+21;*;0;*;*;0;*;0.033;0;hww+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;7.768;*;fast_gpps;*;
3016;B1911+11;ht75b;J1914+1122;ht75b;19:14:10.12;1.0e-02;gr78;+11:22:03.7;2.0e-01;gr78;*;0;*;*;0;*;*;0;*;42826.50;*;45.623;0.199;1.6639004423;3.0e-10;gr78;-1.815E-15;4.0e-18;gr78;*;0;*;*;0;*;42826.5;gr78;100.8;0;whx+23;*;0;*;1.1;0;lylg95;0.55;7.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.163;*;ar1,ar4,misc,palfa,pksmb,fast_gpps;*;
3017;J1914+1228g;hww+21;J1914+1228g;hww+21;19:14:55;7.0e+00;hww+21;+12:28;2.0e+00;hww+21;*;0;*;*;0;*;*;0;*;*;*;46.681;0.548;0.439068;0;hww+21;*;0;*;*;0;*;*;0;*;*;*;311.5;0;whx+23;*;0;*;*;0;*;0.023;0;hww+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;7.304;*;fast_gpps;*;
3018;J1914+1428;psf+22;J1914+1428;psf+22;19:14:53.946;8.0e-03;psf+22;+14:28:46.2;2.0e-01;psf+22;*;0;*;*;0;*;*;0;*;56000.00;*;48.461;1.487;0.86242599125;5.0e-11;psf+22;-1.6225E-15;5.0e-19;psf+22;*;0;*;*;0;*;56000.0;psf+22;220.9;4.0e-01;psf+22;*;0;*;*;0;*;0.057;1.5e-02;psf+22;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;6.514;*;palfa;*;
3019;J1914+2636;crafts23;J1914+2636;crafts23;19:14:55.747;1.0e-03;wyw+23;+26:36:16.38;5.0e-02;wyw+23;*;0;*;*;0;*;*;0;*;59424;wyw+23;59.268;7.053;2.178106798635;5.0e-12;wyw+23;-2.8E-17;2.0e-18;wyw+23;*;0;*;*;0;*;59424;wyw+23;59.03;2.0e-02;wyw+23;*;0;*;*;0;*;0.55;1.1e-01;wyw+23;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.415;*;fast_crafts;*;
3020;J1915+0227;lfl+06;J1915+0227;lfl+06;19:15:02.122;5.0e-03;lfl+06;+02:27:47.77;1.6e-01;lfl+06;*;0;*;*;0;*;*;0;*;53036.00;*;37.825;-4.117;3.151529643192;1.5e-11;lfl+06;-2.9695E-15;1.4e-18;lfl+06;*;0;*;*;0;*;53036.0;lfl+06;192.2;0;whx+23;*;0;*;*;0;*;0.40;2.0e-02;hwxh16;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;10.234;*;pksmb,gbncc,misc,fast_gpps;*;
3021;J1915+0639;psf+22;J1915+0639;psf+22;19:15:54.327;2.0e-03;psf+22;+06:39:46.21;4.0e-02;psf+22;*;0;*;*;0;*;*;0;*;57374.00;*;41.655;-2.366;1.55245717093;8.0e-11;psf+22;-4.4431E-15;1.0e-18;psf+22;*;0;*;*;0;*;57374.0;psf+22;212.5;0;whx+23;*;0;*;*;0;*;0.041;1.1e-02;psf+22;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;8.881;*;palfa,fast_gpps;*;
3022;J1915+0738;nft95;J1915+0738;nft95;19:15:24.80;2.0e-02;cn95;+07:38:31.4;8.0e-01;cn95;*;0;*;*;0;*;*;0;*;49079.50;*;42.466;-1.803;0.64821230040;5.0e-11;cn95;-1.3891E-15;1.3e-18;cn95;*;0;*;*;0;*;49079.5;cn95;38.6;0;whx+23;*;0;*;1.9;0;cn95;0.34;4.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;1.397;*;ar3,misc,palfa,pksmb,fast_gpps;*;
3023;J1915+0752;rtj+96;J1915+0752;rtj+96;19:15:01.94;2.0e-02;clm+05;+07:52:09.2;6.0e-01;clm+05;*;0;*;*;0;*;*;0;*;53048.00;*;42.623;-1.614;0.485834572714;1.7e-11;clm+05;-3.3E-17;3.0e-18;clm+05;*;0;*;*;0;*;53048;clm+05;104.1;0;whx+23;*;0;*;1.70;1.0e-01;clm+05;0.21;3.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.521;*;ar4,palfa,pksmb,fast_gpps;*;
3024;J1915+0832g;hww+21;J1915+0832g;hww+21;19:15:06;6.0e+00;hww+21;+08:32;2.0e+00;hww+21;*;0;*;*;0;*;*;0;*;*;*;43.219;-1.321;0.368991;0;hww+21;*;0;*;*;0;*;*;0;*;*;*;45.6;0;whx+23;*;0;*;*;0;*;0.016;0;hww+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;1.547;*;fast_gpps;*;
3025;J1915+0838;hfs+04;J1915+0838;hfs+04;19:15:13.87;3.0e-02;hfs+04;+08:38:59.7;1.3e+00;hfs+04;*;0;*;*;0;*;*;0;*;52025.00;*;43.337;-1.295;2.9173503286;3.0e-10;hfs+04;-1.337E-14;3.0e-17;hfs+04;*;0;*;*;0;*;52025.0;hfs+04;358.0;0;whx+23;*;0;*;*;0;*;0.29;4.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;10.841;*;pksmb,misc,palfa,fast_gpps;*;
3026;B1913+10;ht75b;J1915+1009;ht75b;19:15:29.991;3.0e-03;jbv+19;+10:09:43.37;6.0e-02;jbv+19;6;2.0e+00;jbv+19;-17;4.0e+00;jbv+19;*;0;*;57600;jbv+19;44.707;-0.651;2.471871539032;9.0e-12;jbv+19;-9.32267E-14;8.0e-19;jbv+19;1.32E-26;1.8e-27;hlk+04;*;0;*;57600;jbv+19;241.693;1.0e-02;hlk+04;*;0;*;23;2.0e+00;lylg95;2.0;4.0e-01;jk18;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;7.000;*;ar1,ar2,ar3,jb2,misc,palfa,pksmb;*;
3027;J1915+1045g;zhx+23;J1915+1045g;zhx+23;19:15:32;0;zhx+23;+10:45;0;zhx+23;*;0;*;*;0;*;*;0;*;*;*;45.231;-0.384;0.6468;9.0e-04;zhx+23;*;0;*;*;0;*;*;0;*;*;*;123;3.0e+00;zhx+23;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.704;*;fast_gpps;RRAT[zhx+23];
3028;J1915+1145;lbh+15;J1915+1145;lbh+15;19:15:33.1231;8.0e-04;psf+22;+11:45:40.98;2.0e-02;psf+22;*;0;*;*;0;*;*;0;*;56367.00;*;46.129;0.082;5.75880304823;7.0e-11;psf+22;-5.077E-16;1.0e-18;psf+22;*;0;*;*;0;*;56367.0;psf+22;337.5;0;whx+23;*;0;*;*;0;*;0.09;2.0e-02;psf+22;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;7.150;*;palfa,fast_gpps;*;
3029;J1915+1150;lbh+15;J1915+1150;lbh+15;19:15:16.61;6.0e-02;psf+22;+11:50:35.4;9.0e-01;psf+22;*;0;*;*;0;*;*;0;*;55927.00;*;46.170;0.180;9.995906216;3.0e-09;psf+22;-1.36598E-12;1.0e-16;psf+22;*;0;*;*;0;*;55927.0;psf+22;699.7;0;whx+23;*;0;*;*;0;*;0.047;1.2e-02;psf+22;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;14.003;*;palfa,fast_gpps;*;
3030;J1915+1410;lfl+06;J1915+1410;lfl+06;19:15:35.416;1.2e-02;lfl+06;+14:10:51.5;3.0e-01;lfl+06;*;0;*;*;0;*;*;0;*;53399.00;*;48.275;1.200;3.36141095625;7.0e-11;lfl+06;-5.53E-16;9.0e-18;lfl+06;*;0;*;*;0;*;53399.0;lfl+06;273.7;0;whx+23;*;0;*;*;0;*;0.134;0;lbh+15;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;7.128;*;pksmb,palfa,fast_gpps;*;
3031;B1913+16;ht75a;J1915+1606;ht75a;19:15:27.99942;3.0e-05;wh16;+16:06:27.3868;5.0e-04;wh16;-0.72;1.1e-01;dwnc18;-0.03;1.4e-01;dwnc18;0.24;7.0e-02;dwnc18;52984.0;wh16;49.968;2.122;16.940537785677;3.0e-12;wh16;-2.47330E-15;1.0e-19;wh16;*;0;*;*;0;*;52984.0;wh16;168.7;0;whx+23;*;0;*;4.0;1.0e+00;lylg95;0.9;2.0e-01;kxl+98;DDH;wh16;52144.90097849;3.0e-08;wh16;0.322997448918;3.0e-12;wh16;2.341782;3.0e-06;wnt10;292.54450;8.0e-05;wh16;0.6171340;4.0e-07;wh16;*;0;*;*;0;*;*;0;*;4.167;*;ar1,ar4,pksmb,fast_gpps;*;
3032;B1913+167;ht75b;J1915+1647;ht75b;19:15:19.10;2.4e-02;hlk+04;+16:47:08.5;5.4e-01;hlk+04;*;0;*;*;0;*;*;0;*;48867.0;hlk+04;50.552;2.468;0.618723247886;3.0e-12;hlk+04;-1.55231E-16;1.9e-20;hlk+04;-4.7E-29;3.0e-28;hlk+04;*;0;*;48867.0;hlk+04;62.5;0;whx+23;*;0;*;4.5;8.0e-01;lylg95;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;2.194;*;ar1,ar2,ar3,ar4,lotaas,palfa,fast_gpps;*;
3033;J1915-11;kkl+15;J1915-11;kkl+15;19:15;2.0e+00;kkl+15;-11:30;3.6e+01;kkl+15;*;0;*;*;0;*;*;0;*;56657.00;*;25.244;-10.394;0.45935;5.0e-05;kkl+15;*;0;*;*;0;*;*;0;*;56657;kkl+15;91.06;8.0e-02;kkl+15;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;5.495;*;gbt350;RRAT;
3034;J1916+0741g;hww+21;J1916+0741g;hww+21;19:16:17;6.0e+00;hww+21;+07:41;2.0e+00;hww+21;*;0;*;*;0;*;*;0;*;*;*;42.602;-1.975;89.126560;0;hww+21;*;0;*;*;0;*;*;0;*;*;*;220.1;0;hww+21;*;0;*;*;0;*;0.030;0;hww+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;8.442;*;fast_gpps;*;
3035;J1916+0748;rtj+96;J1916+0748;rtj+96;19:16:51.5;2.0e-01;clm+05;+07:48:00;5.0e+00;clm+05;*;0;*;*;0;*;*;0;*;53048.00;*;42.772;-2.047;1.8458626640;6.0e-10;clm+05;-3.648E-14;6.0e-17;clm+05;*;0;*;*;0;*;53048;clm+05;304.0;0;whx+23;*;0;*;1.14;9.0e-02;clm+05;2.8;3.0e-01;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;11.778;*;ar4,palfa,pksmb,fast_gpps;*;
3036;J1916+0748g;hww+21;J1916+0748g;hww+21;19:17:00.899;8.0e-03;shw+23;+07:48:43.9;2.0e-01;shw+23;*;0;*;*;0;*;*;0;*;59607.0;shw+23;42.801;-2.076;1.152232382769;7.0e-12;shw+23;-2.630E-16;8.0e-19;shw+23;*;0;*;*;0;*;59607.0;shw+23;153.4;0;whx+23;*;0;*;*;0;*;11.9e-3;0;shw+23;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;6.455;*;fast_gpps;*;
3037;J1916+0844;hfs+04;J1916+0844;hfs+04;19:16:19.081;9.0e-03;hfs+04;+08:44:07.0;4.0e-01;hfs+04;*;0;*;*;0;*;*;0;*;52018.00;*;43.538;-1.493;2.27275169413;4.0e-11;hfs+04;-1.49845E-14;1.7e-18;hfs+04;*;0;*;*;0;*;52018.0;hfs+04;337.4;0;whx+23;*;0;*;*;0;*;0.44;5.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;10.979;*;pksmb,misc,palfa,fast_gpps;*;
3038;J1916+0852;hfs+04;J1916+0852;hfs+04;19:16:24.6;3.0e-01;hfs+04;+08:52:36;5.0e+00;hfs+04;*;0;*;*;0;*;*;0;*;52352.00;*;43.674;-1.448;0.45813851213;1.2e-10;hfs+04;-2.75E-15;5.0e-17;hfs+04;*;0;*;*;0;*;52352.0;hfs+04;295.0;0;whx+23;*;0;*;*;0;*;0.13;2.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;9.387;*;pksmb,palfa,fast_gpps;*;
3039;J1916+0937g;zhx+23;J1916+0937g;zhx+23;19:16:01;0;zhx+23;+09:37;0;zhx+23;*;0;*;*;0;*;*;0;*;*;*;44.284;-1.017;0.135722;1.9e-05;zhx+23;*;0;*;*;0;*;*;0;*;*;*;186;2.0e+00;zhx+23;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;5.457;*;fast_gpps;RRAT[zhx+23];
3040;B1914+09;ht74;J1916+0951;ht74;19:16:32.3445;1.7e-03;hlk+04;+09:51:25.98;4.3e-02;hlk+04;-9;4.1e+00;*;-2;7.1e+00;*;*;0;*;49910.0;hlk+04;44.556;-1.019;3.700216735057;1.0e-11;hlk+04;-3.448180E-14;8.0e-20;hlk+04;-3.14E-26;1.9e-27;hlk+04;*;0;*;49910.0;hlk+04;60.9;0;whx+23;*;0;*;20;2.0e+00;lylg95;1.6;3.0e-01;jk18;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;1.903;*;ar1,ar2,ar3,gb3,jb2,lotaas,misc,mol2,palfa,pksmb,fast_gpps;*;
3041;J1916+1023;hfs+04;J1916+1023;hfs+04;19:16:36.91;1.5e-01;hfs+04;+10:23:03;6.0e+00;hfs+04;*;0;*;*;0;*;*;0;*;52529.00;*;45.031;-0.790;0.6179175370;3.0e-10;hfs+04;-2.6E-16;5.0e-17;hfs+04;*;0;*;*;0;*;52529.00001;hfs+04;343.3;0;whx+23;*;0;*;*;0;*;0.36;5.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;7.894;*;pksmb,fast_gpps;*;
3042;B1913+105;wol91b;J1916+1030;wol91b;19:16:11.72;1.0e-02;wol91b;+10:30:53.4;6.0e-01;wol91b;*;0;*;*;0;*;*;0;*;47469.83;*;45.099;-0.638;1.58990165369;1.6e-10;wol91b;-8.6E-17;6.0e-18;wol91b;*;0;*;*;0;*;47469.8275;wol91b;388.4;0;whx+23;*;0;*;*;0;*;0.22;3.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;8.168;*;misc,palfa,pksmb,fast_gpps;*;
3043;J1916+1030g;hww+21;J1916+1030g;hww+21;19:16:46;6.0e+00;hww+21;+10:30;2.0e+00;hww+21;*;0;*;*;0;*;*;0;*;*;*;45.151;-0.769;2.862213;0;hww+21;*;0;*;*;0;*;*;0;*;*;*;520.7;0;whx+23;*;0;*;*;0;*;0.011;0;hww+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;11.367;*;fast_gpps;*;
3044;J1916+1142Ag;zhx+23;J1916+1142Ag;zhx+23;19:16:59;0;zhx+23;+11:42;0;zhx+23;*;0;*;*;0;*;*;0;*;*;*;46.238;-0.256;*;0;*;*;0;*;*;0;*;*;0;*;*;*;260;8.0e+00;zhx+23;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;6.135;*;fast_gpps;RRAT[zhx+23];
3045;J1916+1142Bg;zhx+23;J1916+1142Bg;zhx+23;19:16:59;0;zhx+23;+11:42;0;zhx+23;*;0;*;*;0;*;*;0;*;*;*;46.238;-0.256;0.842;3.0e-03;zhx+23;*;0;*;*;0;*;*;0;*;*;*;318;8.0e+00;zhx+23;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;6.987;*;fast_gpps;RRAT[zhx+23];
3046;J1916+1225;nab+13;J1916+1225;nab+13;19:16:20.045;1.0e-03;nab+13;+12:25:53.94;4.0e-02;nab+13;*;0;*;*;0;*;*;0;*;54570.00;*;46.811;0.225;4.39777933831;4.0e-11;nab+13;-4.53565E-13;4.0e-18;nab+13;*;0;*;*;0;*;54570.0;nab+13;265.31;3.0e-02;nab+13;*;0;*;*;0;*;0.094;2.0e-03;nab+13;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;6.487;*;palfa;*;
3047;B1914+13;ht74;J1916+1312;ht74;19:16:58.67;2.0e-02;lbs+20;+13:12:50.0;4.0e-01;lbs+20;*;0;*;*;0;*;*;0;*;57600;lbs+20;47.576;0.451;3.548050079;2.0e-09;lbs+20;-4.6069E-14;5.0e-18;lbs+20;0e-24;5.0e-24;lbs+20;*;0;*;57600;lbs+20;237.0;0;whx+23;*;0;*;12.0;1.0e+00;lylg95;1.20;1.3e-01;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;4.500;*;ar1,ar3,jb2,misc,palfa,pksmb,fast_gpps;*;
3048;J1916+3224;scb+19;J1916+3224;scb+19;19:16:03.468;4.0e-03;tbc+20;+32:24:39.70;6.0e-02;tbc+20;*;0;*;*;0;*;*;0;*;*;*;64.627;9.430;0.879160;0;dmo+24;-2.682e-15;0;dmo+24;*;0;*;*;0;*;*;*;84.11;0;dmo+24;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;7.946;*;lotaas,ar327,gbncc,fast_gpps;*;
3049;J1916+38;ttk+24;J1916+38;ttk+24;19:16:30;0;ttk+24;+38:48;1.5e+01;ttk+24;*;0;*;*;0;*;*;0;*;*;*;70.526;12.124;1.946;8.0e-03;ttk+24;*;0;*;*;0;*;*;0;*;*;*;77;4.0e+00;ttk+24;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;8.426;*;pumps;*;
3050;J1916-2939;acd+19;J1916-2939;acd+19;19:16:32.701;5.0e-03;acd+19;-29:39:27.8;3.0e-01;acd+19;*;0;*;*;0;*;*;0;*;57346.00;*;8.245;-18.070;0.8008861232865;2.0e-12;acd+19;-7.980E-16;3.0e-19;acd+19;*;0;*;*;0;*;57346;acd+19;38.34;1.1e-01;acd+19;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;1.600;*;gbncc;*;
3051;J1917+0743g;hww+21;J1917+0743g;hww+21;19:17:25.912;2.0e-03;shw+23;+07:43:16.69;4.0e-02;shw+23;*;0;*;*;0;*;*;0;*;59652.0;shw+23;42.769;-2.209;1.2293269786077;1.3e-12;shw+23;-6.778E-17;1.3e-19;shw+23;*;0;*;*;0;*;59652.0;shw+23;198.9;4.0e-01;shw+23;*;0;*;*;0;*;32.8e-3;0;shw+23;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;8.231;*;fast_gpps;*;
3052;J1917+0834;nic99;J1917+0834;nic99;19:17:48.853;6.0e-03;clm+05;+08:34:54.63;1.4e-01;clm+05;*;0;*;*;0;*;*;0;*;52345.00;*;43.575;-1.892;0.4695573383935;9.0e-13;clm+05;-3.85704E-15;5.0e-20;clm+05;*;0;*;*;0;*;52345;clm+05;28.4;0;whx+23;*;0;*;0.44;1.0e-01;clm+05;0.31;4.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;1.214;*;misc,pksmb,fast_gpps;*;
3053;J1917+0834g;zhx+23;J1917+0834g;zhx+23;19:17:04;0;zhx+23;+08:34;0;zhx+23;*;0;*;*;0;*;*;0;*;*;*;43.475;-1.735;0.3409;4.0e-04;zhx+23;*;0;*;*;0;*;*;0;*;*;*;101;3.0e+00;zhx+23;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.472;*;fast_gpps;RRAT[zhx+23];
3054;J1917+1046g;hww+21;J1917+1046g;hww+21;19:17:55;6.0e+00;hww+21;+10:46;2.0e+00;hww+21;*;0;*;*;0;*;*;0;*;*;*;45.519;-0.894;11.398609;0;hww+21;*;0;*;*;0;*;*;0;*;*;*;163.1;0;hww+21;*;0;*;*;0;*;0.014;0;hww+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;4.866;*;fast_gpps;*;
3055;J1917+1121g;hww+21;J1917+1121g;hww+21;19:17:27;6.0e+00;hww+21;+11:21;2.0e+00;hww+21;*;0;*;*;0;*;*;0;*;*;*;45.981;-0.521;1.959593;0;hww+21;*;0;*;*;0;*;*;0;*;*;*;303.5;0;hww+21;*;0;*;*;0;*;0.009;0;hww+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;7.078;*;fast_gpps;*;
3056;J1917+1259g;hww+21;J1917+1259g;hww+21;19:17:29;6.0e+00;hww+21;+12:59;2.0e+00;hww+21;*;0;*;*;0;*;*;0;*;*;*;47.430;0.235;177.619893;0;hww+21;*;0;*;*;0;*;*;0;*;*;*;117.0;0;hww+21;*;0;*;*;0;*;0.036;0;hww+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.637;*;fast_gpps;*;
3057;B1915+13;smb71;J1917+1353;smb71;19:17:39.7864;1.0e-04;dgb+19;+13:53:57.077;1.0e-03;dgb+19;-1.28;5.0e-02;dgb+19;3.81;6.0e-02;dgb+19;0.17;4.0e-02;dgb+19;56000.0;dgb+19;48.260;0.624;5.13792812235;9.0e-11;hlk+04;-1.900103E-13;7.0e-19;hlk+04;2.55E-25;1.5e-26;hlk+04;*;0;*;49763.0;hlk+04;94.5;0;whx+23;*;0;*;43;3.0e+00;lylg95;6.8;1.4e+00;jk18;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;8.000;*;misc,ar1,ar2,ar3,gb3,jb2,lotaas,mol2,palfa,pksmb,fast_gpps;*;
3058;J1917+1411g;hww+21;J1917+1411g;hww+21;19:17:26;7.0e+00;hww+21;+14:11;2.0e+00;hww+21;*;0;*;*;0;*;*;0;*;*;*;48.485;0.806;2.239842;0;hww+21;*;0;*;*;0;*;*;0;*;*;*;123.4;0;hww+21;*;0;*;*;0;*;0.013;0;hww+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.968;*;fast_gpps;*;
3059;J1917+17;tkt22;J1917+17;tkt22;19:17;4.0e+00;tkt22;+17:24;1.5e+01;tkt22;*;0;*;*;0;*;*;0;*;*;*;51.284;2.397;2.383222;0;tkt22;*;0;*;*;0;*;*;0;*;*;*;39;2.0e+00;ttk+24;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;1.688;*;pumps;*;
3060;J1917+1737;nab+13;J1917+1737;nab+13;19:17:23.976;5.0e-03;nab+13;+17:37:31.6;1.0e-01;nab+13;*;0;*;*;0;*;*;0;*;55070.00;*;51.528;2.418;2.98752505056;4.0e-11;nab+13;-2.892E-15;9.0e-18;nab+13;*;0;*;*;0;*;55070.0;nab+13;208.0;2.0e-01;nab+13;*;0;*;*;0;*;0.047;4.0e-03;nab+13;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;5.530;*;palfa;*;
3061;B1915+22;sstd86;J1917+2224;sstd86;19:17:44.22;5.7e-02;hlk+04;+22:22:48.8;1.1e+00;hlk+04;*;0;*;*;0;*;*;0;*;49724.0;hlk+04;55.785;4.553;2.34798414425;6.0e-11;hlk+04;-1.57945E-14;3.0e-19;hlk+04;-2.0E-26;7.0e-27;hlk+04;*;0;*;49724.0;hlk+04;134.7;0;whx+23;*;0;*;3;0;sstd86;0.36;3.0e-02;hwxh16;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;4.960;*;ar2,gbncc,lotaas,fast_gpps;*;
